序号,求职者id,姓名,期望岗位,性别,年龄,居住地址,工作经验,自我评价,期望薪资低,期望薪资高,工作性质,期望行业,工作地区,到岗时间,简历关键词,学历,学科专业,学历数值,工作经验数值,自我评价-分词
7249,7534160118501010964,李用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7250,7534202767526260244,曾用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7251,7534202776116194836,林用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7252,7534202789001096724,罗用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7253,7534202801885998612,黄用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7254,7534202810475933204,沙用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7255,7534202823360835092,袁用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7256,7534202836245736980,龚用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7257,7534202844835671572,张用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7258,7534202857720573460,黄用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7259,7534202870605475348,刘用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7260,7534202883490377236,杨用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7261,7531841403096854036,林用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7262,7531841415981755924,谢用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7263,7531841428866657812,王用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7264,7531841437456592404,林用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7265,7531841450341494292,潘用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7266,7531841463226396180,叶用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7267,7531841471816330772,易用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7268,7531841484701232660,丁用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7269,1478293714395856896,焦先生,"[""数据分析师"",""数据挖掘工程师""]",0.0,33,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7270,7531841493291167252,李用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7271,7531841506176069140,丁用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7272,7531841519060971028,吴用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7273,7531841527650905620,陈用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7274,7531841540535807508,劳用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7275,7531841553420709396,杨用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7276,7531841562010643988,李用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7277,7531841574895545876,钱用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7278,7531841587780447764,李用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7279,7531841596370382356,龚用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7280,7531841609255284244,吴用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7281,7531884305525173780,庄用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7282,7531884314115108372,吴用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7283,7531884327000010260,罗用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7284,7531884331294977556,陈用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7285,7531884335589944852,韦用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7286,7531884344179879444,覃用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7287,7531884357064781332,陈用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7288,7531884369949683220,郭用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7289,7531884378539617812,阮用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7290,7531884391424519700,安用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7291,7534245910472748564,吴用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7292,7534245923357650452,梁用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7293,7534245936242552340,鄂用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7294,7534245944832486932,杨用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7295,7534245949127454228,李用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7296,7534288190130810388,雷用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7297,7534288203015712276,闭用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7298,7534288215900614164,黄用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7299,7534288224490548756,赖用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7300,7534288237375450644,吴用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7301,7531884520273538580,张用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7302,7531884528863473172,欧用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7303,7531884541748375060,魏用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7304,7531884550338309652,陈用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7305,7531927212248460820,蔡用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7306,7531927225133362708,黄用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7307,7531927233723297300,冯用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7308,7531927246608199188,刘用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7309,7531927259493101076,廖用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7310,7531927268083035668,罗用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7311,7534331036724555284,徐用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7312,7534331041019522580,彭用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7313,7534331049609457172,张用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7314,7534331062494359060,梅用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7315,7534331071084293652,方用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7316,7534331083969195540,李用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7317,7534331096854097428,叶用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7318,7534331109738999316,张用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7319,7534331118328933908,黄用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7320,7534331131213835796,秦用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7321,7534331144098737684,曾用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7322,7534331156983639572,朱用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7323,7534331165573574164,张用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7324,7534331178458476052,赵用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7325,7534331191343377940,王用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7326,7534331199933312532,梁用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7327,7534331212818214420,司用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7328,7534331225703116308,任用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7329,7534331234293050900,王用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7330,7534331242882985492,马用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7331,7534331255767887380,陈用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7332,7534331268652789268,谢用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7333,7534331281537691156,叶用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7334,7534373939152875028,崔用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7335,7534373952037776916,吴用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7336,7534373964922678804,沈用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7337,7534373973512613396,张用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7338,7534373986397515284,方用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7339,7534373999282417172,廖用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7340,7534374007872351764,吴用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7341,7534374020757253652,张用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7342,7534374033642155540,刘用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7343,7534374046527057428,熊用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7344,7534374055116992020,卢用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7345,7534374059411959316,周用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7346,7534374068001893908,付用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7347,7534374080886795796,王用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7348,7534374089476730388,王用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7349,7534374102361632276,胡用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7350,7534374115246534164,李用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7351,7534374123836468756,林用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7352,7534374136721370644,倪用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7353,7534374149606272532,全用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7354,7534374158196207124,戴用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7355,7534374171081109012,莫用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7356,7534374183966010900,陈用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7357,7534374192555945492,严用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7358,7534416901710736916,张用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7359,7534416910300671508,钟用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7360,7534416923185573396,陈用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7361,7534416936070475284,黄用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7362,7534416944660409876,阮用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7363,7534416957545311764,付用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7364,7534416966135246356,冯用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7365,7534416979020148244,陈用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7366,7534416991905050132,古用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7367,7534417004789952020,焦用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7368,7534417013379886612,任用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7369,7534417026264788500,刘用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7370,7534417039149690388,冯用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7371,7534417047739624980,李用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7372,7534417060624526868,明用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7373,7534417073509428756,麦用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7374,7534417086394330644,贺用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7375,7534417094984265236,刘用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7376,7534417107869167124,汤用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7377,7534417120754069012,万用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7378,7534417129344003604,毕用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7379,7534417142228905492,黄用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7380,7534459799844089364,俞用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7381,7534459812728991252,江用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7382,7534459825613893140,朱用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7383,7534459838498795028,陈用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7384,7534459847088729620,李用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7385,7534459859973631508,程用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7386,7534459872858533396,陈用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7387,7534459881448467988,庄用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7388,7534459894333369876,廖用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7389,7534459907218271764,王用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7390,7534459915808206356,邓用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7391,7534459928693108244,朱用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7392,7534459941578010132,江用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7393,7534459954462912020,黄用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7394,7534459958757879316,李用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7395,7534459971642781204,王用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7396,7534459984527683092,王用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7397,7534459997412584980,崔用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7398,7534460006002519572,韦用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7399,7534460018887421460,唐用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7400,7534460031772323348,姜用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7401,7534460040362257940,钟用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7402,7534460053247159828,王用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7403,7534502740927114772,谢用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7404,7534502749517049364,王用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7405,7534502762401951252,詹用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7406,7534502775286853140,许用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7407,7534502788171755028,洪用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7408,7534502796761689620,薛用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7409,7534502809646591508,刘用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7410,7534502813941558804,陈用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7411,7534502822531493396,林用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7412,7534502835416395284,王用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
7413,7534502844006329876,朱用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
