求职者id,姓名,期望岗位,性别,年龄,居住地址,工作经验,自我评价,期望薪资低,期望薪资高,工作性质,期望行业,工作地区,到岗时间,简历关键词,学历,学科专业
"7535017784815316500,",吴用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535017797700218388,",陶用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535017801995185684,",闫用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535017810585120276,",杨用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535017823470022164,",廖用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535017832059956756,",赵用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535017844944858644,",薛用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535017857829760532,",卢用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535017866419695124,",苏用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535061331488730644,",胡用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535061344373632532,",郑用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535061357258534420,",张用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535061365848469012,",迟用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535061378733370900,",莫用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535061387323305492,",郭用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535061400208207380,",宋用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535061413093109268,",刘用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535061425978011156,",王用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535061434567945748,",郭用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535061438862913044,",刘用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535061447452847636,",梁用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535061456042782228,",宋用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535061468927684116,",林用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535061481812586004,",刘用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535061490402520596,",徐用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535061503287422484,",余用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535061516172324372,",熊用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535061529057226260,",李用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535061537647160852,",李用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535061550532062740,",郅用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535104263981821460,",方用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535104276866723348,",吴用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535104285456657940,",涂用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535104298341559828,",陈用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535104311226461716,",侯用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535104319816396308,",兰用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535104324111363604,",张用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535104328406330900,",彭用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535104336996265492,",魏用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535104349881167380,",梁用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535104362766069268,",朱用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535104371356003860,",陆用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535104384240905748,",杜用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535104397125807636,",陈用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535104405715742228,",张用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535104418600644116,",李用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535104431485546004,",李用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535104444370447892,",林用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535104452960382484,",秦用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535104465845284372,",郑用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536391530104942100,",林用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536391538694876692,",彭用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536391551579778580,",唐用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536391564464680468,",郑用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536391573054615060,",陈用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536391585939516948,",黄用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536391598824418836,",胡用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536391607414353428,",张用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536391620299255316,",陈用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536391624594222612,",林用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535147303849094676,",农用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535147316733996564,",杨用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535147325323931156,",程用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535147338208833044,",杨用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535147351093734932,",江用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535147359683669524,",张用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535147372568571412,",李用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535147385453473300,",李用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535147398338375188,",李用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535190086018330132,",张用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535190094608264724,",丁用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535190103198199316,",姜用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535190116083101204,",钟用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535190128968003092,",李用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535190137557937684,",姚用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535190150442839572,",王用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535190163327741460,",肖用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535190176212643348,",卢用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535190184802577940,",肖用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535190197687479828,",王用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535190206277414420,",侯用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535190219162316308,",曹用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535190232047218196,",吴用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535190244932120084,",丛用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535190253522054676,",梁用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535190266406956564,",郑用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535190270701923860,",杨用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535190279291858452,",蒋用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535190292176760340,",赵用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535190305061662228,",邬用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535190313651596820,",罗用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535233039986257428,",吴用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535233048576192020,",董用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535233061461093908,",尹用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535233074345995796,",彭用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535233082935930388,",庄用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535233095820832276,",张用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535233108705734164,",李用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535233121590636052,",王用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535233130180570644,",周用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535233143065472532,",周用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535233155950374420,",李用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535233168835276308,",杨用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535233177425210900,",靳用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535233190310112788,",田用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535233198900047380,",吴用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535233211784949268,",刘用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535233224669851156,",崔用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535233233259785748,",刘用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535233246144687636,",陈用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536520207325130260,",林用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536520220210032148,",刘用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536520228799966740,",陈用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536520241684868628,",江用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536520254569770516,",申用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536520263159705108,",吴用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536520276044606996,",陈用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536520288929508884,",赵用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536520301814410772,",温用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536520314699312660,",杨用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536520323289247252,",陈用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536520336174149140,",徐用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536520344764083732,",邱用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536520357648985620,",赖用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536520370533887508,",杨用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536520383418789396,",王用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536520392008723988,",黎用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536520400598658580,",周用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536520413483560468,",王用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536520426368462356,",殷用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536520434958396948,",杨用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536520447843298836,",陈用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536563114048417300,",石用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536563126933319188,",杨用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536563135523253780,",王用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536563148408155668,",冯用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536563161293057556,",卢用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536563169882992148,",陈用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536563182767894036,",赵用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536563195652795924,",徐用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536563208537697812,",王用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536563217127632404,",梁用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536563221422599700,",刘用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536563230012534292,",朱用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536563238602468884,",赵用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536563251487370772,",董用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536563264372272660,",钟用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536563272962207252,",陈用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536563285847109140,",彭用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536563298732011028,",李用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536563311616912916,",夏用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536563320206847508,",董用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536563333091749396,",彭用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536563345976651284,",江用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536563358861553172,",张用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536563367451487764,",钟用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536606072311311892,",陈用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536606085196213780,",杨用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536606093786148372,",陈用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536606098081115668,",徐用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536606106671050260,",戚用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536606115260984852,",刘用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536606128145886740,",吴用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536606141030788628,",张用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536606149620723220,",展用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536606162505625108,",张用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536606175390526996,",陶用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536606188275428884,",董用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536606196865363476,",冯用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536606209750265364,",蔡用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536606222635167252,",欧用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536606235520069140,",苏用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536606244110003732,",邵用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536606256994905620,",连用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536606269879807508,",廖用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536606282764709396,",何用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536606287059676692,",姚用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536606295649611284,",高用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536606308534513172,",王用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536606321419415060,",吴用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535404933167377940,",张用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535404946052279828,",叶用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535404958937181716,",郭用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535447676681907732,",陈用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535447689566809620,",彭用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535447702451711508,",卢用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535447711041646100,",程用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535447715336613396,",汪用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535447723926547988,",钟用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535447736811449876,",刘用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536649666229366292,",张用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536649679114268180,",邓用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536649691999170068,",胡用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536649700589104660,",何用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536649713474006548,",黄用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536649726358908436,",代用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536649734948843028,",梁用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536649747833744916,",杨用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536649760718646804,",李用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7536649769308581396,",刘用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535447861365501460,",郭用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535447874250403348,",丁用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535490583405194772,",张用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535490591995129364,",田用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535490596290096660,",孟用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535490604880031252,",金用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535490617764933140,",李用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
"7535490626354867732,",李用户,"[""数据分析师"",""数据挖掘工程师""]",,无,,,,4000,6000,1,"[""互联网""]",,,[],,
